ID,Usuário,Tweet,Seguidores,Polaridade,Subjetividade,Sentimento 
1271883923799359491,dong6hyuck,"feliz aniversário meu amor,seu sorriso melhora meu dia,sua felicidade me trás paz,saiba que eu te amo muito,muito m… https://t.co/QdfCO3XfgI",571,0.5099999999999999,0.4816666666666667,Positivo
1073407168458694656,vitorhsampa_vqv,@desocupadissmo tu acha normal sonhar que tá transando cmg amigo ?,414,-0.22499999999999998,0.725,Negativo
2758750091,underpantsus,FELIZ ANIVERSÁRIO YUKINA TE AMO TE AMO TE AMO D+ SUA LINDA https://t.co/718GlUJx2O,260,0.63,0.76,Positivo
364021669,flaldecoa,"se o instagram voltar com o design normal vou ficar triste, to 100% adaptada ao logo original cara tão lindinho",260,0.10500000000000001,0.6799999999999999,Positivo
908153872962781186,KY05M,"Esqueci de falar, tipo, tudo bem e tals que nem sempre vc deve se meter nas paradas ou querer ser neutro e tals, ma… https://t.co/X1PsdhhP06",31,0.16666666666666666,0.5,Positivo
1300864243634507778,OrgulhoCeltaBR,"E um dia depois do aniversário de Jaylen Brown, hoje é aniversário de mais um de nossos garotos.   Feliz aniversári… https://t.co/FlfSBmmQrY",304,0.8,1.0,Positivo
1274752314826543105,joycaroline97,E hj que perdi minha carteira com os meus documentos e cartões e dinheiro junto😱😭 Mais graças a Deus encontrei. Fel… https://t.co/DqFziZ9Hhu,3,0.35,0.35,Positivo
1378508598,diasggggg,@trilluminastyy Exato. Não deviam cascar numa miúda por dizer que algo não é normal (pq não é) e não acha bonito (u… https://t.co/vH2JeqPZdn,335,0.3416666666666666,0.6333333333333333,Positivo
1315796541320372224,ishotterthanday,Eu tô bem triste eu não tô feliz só peço que deus tenha piedade https://t.co/FkynBI9xGn,162,-0.45,1.0,Negativo
2882674451,mrcsnunes,@beautfulwreck a sua carinha de cachorrinho feliz é a melhor coisa aksjaksksklsklsls,1487,0.9,0.65,Positivo
1281033608795508740,hwagothic,"feliz aniversário nakamoto yuta, quer textão le a bíblia japones safado https://t.co/TPvIo85aMY",2163,0.4,0.5,Positivo
1203348617869824001,rukieel,57.  vc é maravilhosa. fico feliz de te ver na minha tl por causa do carinho q vc tem com as pessoas♡ vc merece tod… https://t.co/rMzcaZjVq3,462,0.9,1.0,Positivo
1289812875108900870,whatjuliek,@leo_radin00 normal pra um sábado,138,0.15,0.6499999999999999,Positivo
1252907238689292289,textsforaug,"@loud_victor Oi meu amor, todas essas meninas aqui são muito dedicadas a você, te amamos muito e ficaríamos muito f… https://t.co/e0NUVv6iZ7",196,0.33199999999999996,0.41200000000000003,Positivo
1289014916846882816,cardiganmg,"@hadidgavassi Simmm, eu fico triste pq antes ela do bbb ela era super ativa  aqui, depois do BBB começo esse hate e… https://t.co/G2KKHIJBbo",307,-0.275,0.7916666666666666,Negativo
1285690537014693888,mpb8119,"Lamentável mesmo, não tem sentido isso, a @CBF_Futebol é a maior piada do futebol. Conseguem acabar com o futebol d… https://t.co/e0dvsCFMzf",379,-0.5,1.0,Negativo
1254216292699189248,ste_bayss,@astefanibays Que felicidade ver vc cresce cada dia mais ❤,266,0.5666666666666667,0.39999999999999997,Positivo
1092604319646527488,gabrielrpimenta,@maryinthesky https://t.co/sP691VcCt5 muito feliz por você!!,65,1.0,1.0,Positivo
1068999966968999938,euanjo8,@elbernardino .... feliz e linda. &lt;3,1256,0.0,0.0,Neutro
953766716282212352,EliasSSoares1,To feliz de ver como as coisas estão   !,164,1.0,1.0,Positivo
960302723651592192,ThaysVita,mas se a vida te der alguém melhor do que eu  e se o amor vencer todos os preconceitos  que você seja feliz feliz… https://t.co/ZZjKlbPKeb,38568,0.6,0.7000000000000001,Positivo
852155120993390594,guilhaweb,"Início do futebol distrital na nova era covid. Boa sorte a todos, especialmente ao G.D.I. 💜 @ Ilha De Cima, Leiria,… https://t.co/CmwTegar82",37,0.27878787878787875,0.6848484848484849,Positivo
1199560344127098881,canandinha__,Tô tão feliz que já recebi vários “ feliz dia do dentista “ 🥰🥰🥰!! Tá acabando 7/8 🙌 vem CRO,146,0.6,0.6666666666666666,Positivo
1051932595104206848,vicbuffay,Eu to mais o faustao feliz q o triste https://t.co/E7ha2BIWym,119,0.0,0.0,Neutro
1167473866517745664,AlanMC81453066,@patrick_1972 Galera para fé reclamar eu tinha certeza que o FLAMENGO jogaria contra o palmeiras eu tinha certeza q… https://t.co/183SFWYrMH,14,0.5,0.8888888888888888,Positivo
39147651,JosephSeraph,@jaozes_ @LordeBumbumMoIe gente eu to por fora me falem.... eu amo clamp maravilhosas achei o traço meio esquizo ma… https://t.co/WNFNYmplzy,995,0.75,0.8,Positivo
1312088278850514947,charliepoesie,@WlLLEX eu tô tão soft e sem palavras! obrigada por isso e fico extremamente feliz e honrada por ser sua comfort mu… https://t.co/UkvOWz5Pi4,1453,0.375,0.5166666666666667,Positivo
3318890067,catxcruz,A comunicação entre as pessoas é o que move as relações sejam elas quais forem. Para além do respeito entre outras… https://t.co/HXyI7MNwwV,227,0.0,0.0,Neutro
1154200315555667968,lixiesart,feliz aniversário leaozinho eu te amo demais😭😭😭😭😭😭 #HappyYutaDay #YUTA https://t.co/KZcvnGMIVH,3275,0.65,0.8,Positivo
178570956,brunaastefany,"To tão feliz, emocionada e agradecida que nem cabe em um tweet",594,0.525,0.7166666666666667,Positivo
1139902099288985602,henriqueppies,"@Mfutebolisticos @samsslv só time pequeno no z4, tudo normal",267,-0.03333333333333333,0.6833333333333332,Negativo
1153429211413176321,gomidhelena,Blame it on the Boogie me deixa tão feliz vei,339,0.8,1.0,Positivo
1036050804883574785,l_rtremm,"quando vai perceber q estou aqui pra te fazer feliz,essa é foda",1014,0.9,1.0,Positivo
1008017714332553216,v4n1n1,"domingo que vem a essa hora quero estar linda, feliz e pagodeira no tardezinha em ****",1034,0.5499999999999999,0.6666666666666666,Positivo
843813165427310592,SeuGennaro,@Osandrobarboza Afonso Davies do Bayer era ponta assim como o Cipriano. Veja só no que deu. MANJA NADA DE FUTEBOL EM JOVEM.,1130,0.0,0.0,Neutro
731624089035657217,vpbotafogo,Novo normal é meu pau de óculos... Assistir vídeo do YouTube em 2x que novo normal,65,0.1431818181818182,0.5522727272727272,Positivo
1071816876,frenchiemilk,era esse tipo de feliz aniversário que eu tava esperando obg por tudo jack https://t.co/kqsBndW19C,8139,0.5333333333333333,0.7000000000000001,Positivo
741960674704797696,aceywrld,EU TO MORRENDO GENTE SÉRIO EU TO MUITO FELIZ AAAAAAAAAAA #SemanAce #AceWeek https://t.co/3Ofimmm6jj,1171,0.33333333333333337,0.8333333333333333,Positivo
1279626307526107139,i4byul,@BrasilMOO ela tbm deu hate p bts e disse que ia ficar feliz se o superm desse disband faz tres horas q to tentando… https://t.co/fDxtdECLoW,13405,0.0,0.95,Neutro
1227380166302851072,Benfica_BRA_,"@Ze_Igr Meus pais não eram fãs de futebol, eu sabia que não iam me levar a um jogo, por isso pedi para tirarem essa foto❤️ Abraço!",409,-0.5,0.4,Negativo
1254886361615736833,bellaportinondm,@joeIcure Eu não consigo entender isso. A @rbdchvz é super boazinha não briga c ninguém assim como uma galera e o p… https://t.co/jSFJlBkkQB,609,0.5166666666666666,0.6333333333333333,Positivo
1212432615887687685,jindorisouls,a unica q fa normal eh a yeojin vafff o resto um.bando de marmanja com essas roupas https://t.co/5fFiVEAa9L,217,0.075,0.825,Positivo
871480296801271808,1911Rodrigues,"Não te quero infeliz, só queria tá feliz também",992,0.10000000000000003,0.95,Positivo
1126660453462085632,eumamayy,"feliz com meu quarto que tá limpo, arrumado e cheiroso 🙏🙏🙏",202,0.5888888888888889,0.8333333333333334,Positivo
2788122027,Co4lan,São poucos os momentos que me fazem feliz ultimamente,26,0.10000000000000003,0.5666666666666668,Positivo
15447400,X_Egg_Bacon,"Toda vez que dou uma zapeada no Tinder confesso que penso: carai que bando de retardada, a maioria quer o cara que… https://t.co/so5CO8F1bw",1506,-0.15000000000000002,0.65,Negativo
908858758717218822,paris_n_chaos,vida é mais feliz quando vc saca q ngm é exclusivo,640,0.0,0.0,Neutro
310564947,vaniifds,Meu almoço hoje será camarão e estou muito feliz,466,1.0,1.0,Positivo
1003284419027898368,doyooungf,"niver dele hoje, entao comecei a lembrar dessa vez que o yuta não deu a mínima para a equipe de managers e fez o qu… https://t.co/aEKeWXja4c",13709,0.0,0.0,Neutro
1290356411742986240,brenvaler1,Feliz domingo..! 😘😘 https://t.co/gURG3ftahB,178,1.0,1.0,Positivo
892758793699852288,Rodrigoaju2,"@tvcdt Vão pegar 30 min d A Fazenda, recebem na Lama, tradição 0 em Futebol, se o Jogo deu 7 qto será q dará esse prog? 🤣🤣🤣🤣🤣",281,-0.4,0.4,Negativo
1271604607991627776,anthonyssc_,"@matheuz________ aq em casa é normal, nem me preocupo mais",19,0.15,0.6499999999999999,Positivo
930228525721882625,neosvteen,feliz aniversario meu principe😔👉👈💕 https://t.co/DTB38ejVs4,837,0.8,1.0,Positivo
76538480,anibaryg,"hoje dps de 3 meses, to apresentando o @ pra minha família, to feliz e espero continuar rsss volto depois pra conta… https://t.co/a4uMPvjx52",740,0.26666666666666666,0.3333333333333333,Positivo
137545998,cappellarianton,"@intrusus_ o uso de álcool em grupo, festas traz tudo, felicidade para alguns que se embriagam,felicidade para algu… https://t.co/nazzWsA8rM",7682,0.3,0.4666666666666666,Positivo
2284243014,Heeey_bruubs,"Estou tão ansiosa para voltar a rotina normal do trabalho, que até sonhei com isso.",111,-0.03333333333333333,0.5499999999999999,Negativo
1317264535724658689,MoonyBoiolinha,@AliceLongbott13 Que bom que dormiu bem... Vou ficar feliz quando ele chegar tbmm,311,0.65,1.0,Positivo
2618802114,tiagoooo26,"@TheNavarro1906 Quanto ao Pep, é inegável que mudou o futebol e que na tua vida até agora, aquele Barcelona que gan… https://t.co/LYdC6TBHWY",58,0.1,1.0,Positivo
4398839188,trilluminastyy,@lvscmss Pq ? Eu n disse que sou contra só disse que não é uma cena normal pq n se vê todos os dias,1046,-0.075,0.6499999999999999,Negativo
1136225924515586050,_SunEMoon_,"1° queria pedir desculpas por ser uma péssima Utted e 2° só queria dizer que eu tenho MUITO orgulho de você, e que… https://t.co/zFhYZMZ1Bg",2228,0.25,0.75,Positivo
883668431685517312,juliamunizp,feliz natal #HappyBirthdayKatyPerry,201,0.0,0.0,Neutro
283306106,escoveosdentes,"Sempre achei balela de gente otimista demais mas felicidade realmente é algo q incomoda as pessoas, tem gente q so… https://t.co/bc5zKgXxZE",311,0.44999999999999996,0.2,Positivo
1311836430453399552,jnkgosoIo,abri o insta da jennie toda feliz cara ela ja fez meu dia todinho com tanto mimo eu amo tanto ela meu deusss,185,0.38,0.48,Positivo
1226241992138641408,marialmeiida__,@tuarazaodeviver Muito amor e felicidade ❤️,58,0.6,0.4,Positivo
175134521,renzoprobr,Se formar não é garantia de emprego nem mesmo com programação. Você deve fazer vários processos seletivos até conse… https://t.co/tWW32U5iLf,2841,0.0,0.0,Neutro
715322016400809986,sKunais,@jprm41 feliz aniversario deus te abençoe essa nossa oraçao que maria lhe guardes dentro do coração parabains a voc… https://t.co/cAs6XdhBCD,106,0.8,1.0,Positivo
753784721381924865,fiuzaprimao,@HenriqMcd Kkkkkkkkkkkkk tudo normal por aqui entao,212,0.15,0.6499999999999999,Positivo
1228414709658943496,glossyjhks,@AphroditeKyo Kkkk tá muito feliz hoje Hyuko. Culpa das gozadas hm?,10367,1.0,1.0,Positivo
875438251330482176,Pedro_Leal13,pq q qnd vc age pode me dx triste ou feliz,447,0.15000000000000002,1.0,Positivo
1111445225073987584,AnaMora16828812,Seu olhar pode acordar a felicidade. Palavras podem inspirar a liberdade. Cada ação pode abrir os corações e as mentes.🤯,34,0.26666666666666666,0.26666666666666666,Positivo
1137739669066670080,rdowneyx,@acklesrare FELIZ ANIVERSARIO JOÃO 🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳,3868,0.8,1.0,Positivo
946774097610059776,beca_prado,@Iguzinhoooo você tem que estar feliz pq vai me ver 😍,150,0.8,1.0,Positivo
1132086030574792707,krteazy,"@plfracassi_ A twitch não passa ad quando a stream tá na categoria de Rerun, agora quando eles abrem a live e fica… https://t.co/MMKk4K1jXN",482,0.06818181818181818,0.5,Positivo
1309546386929614848,MarinaV92940058,#25Oct|🇻🇪📢  #SimulacroAN2020 @Juan52213850 @annyurdaneta5 @MataYamilis @niumer6 @Ger07302422 @luiseh77 @ddks201… https://t.co/4N7JAHrcil,127,0.0,0.0,Neutro
1198731555390337024,_AryanneCrvg,"ele deve ser vascaíno, pq não é normal ele querer vir pro Vasco com a situação do time, só nisso já é melhor q o Pi… https://t.co/hX8POipLiL",705,0.14166666666666666,0.7166666666666667,Positivo
1242492871220981760,Ara2935512512,@vpicketch Feliz dia 🙏🙏 https://t.co/dsQtcHZhdG,3368,0.8,1.0,Positivo
3471234795,FeffinhoFernand,@mygomes Ouvi uma amiga minha falar certa vez que isso é normal 😏,70,0.15,0.6499999999999999,Positivo
1046248125013381121,DudaSupimpa,@calhaumabel Feliz aniversário linda perfeita gata gostosa ❤️❤️😘❤️😘😘,70,0.725,0.9625,Positivo
1237551726951096320,_camillacamargo,"VAI SE FUDE, EU PASSO QUASE O MÊS TODOOOO NORMAL, AI QUANDO EU TO MENSTRUADA SURGE GENTE DA CASA DO CRLHO ME CHAMANDO PRA IR NA PISCINA",60,-0.11666666666666665,0.44999999999999996,Negativo
4865707083,pqd74536,E tem FDP que insiste em dizer que O LIXO da @CBF_Futebol favorece o @Flamengo!!! https://t.co/Qz88T4Z3kf,170,0.0,0.0,Neutro
2561996509,lippopaola,só serei plenamente feliz daqui a 4 dias,422,0.4,1.0,Positivo
1668200604,gabrielf0s,@anaextevao Tudo normal pra um domingo,304,0.15,0.6499999999999999,Positivo
1246912953233915906,h5laur,eu fico tão feliz quando eu dou uma de cupido e da certo,3587,0.8,1.0,Positivo
1267305145437732871,CrazyBa74222290,"@hilde_angel Eu estou tão traumatizada, que basta o Crivella não ir para o segundo turno pra me fazer feliz.",8,0.20000000000000004,0.4666666666666666,Positivo
1180995175885217793,EduardaSant0sss,@ppedroprado03 Ficou mais entorpecida que o normal kkkk,146,0.016666666666666673,0.7166666666666667,Positivo
41106506,gaboongi,A mãe ta tão feliz por ele ta assim. https://t.co/MM5vC1W5Um,2133,0.8,1.0,Positivo
4481307312,deia_uti,"@eurenesilva parabéns 🎉🎈 muita saúde e sucesso, felicidade e paz!!!!👏🏻👏🏻🎉🎉🎉🎉🎈🧿",186,0.5,0.13333333333333333,Positivo
735084132334751744,Iaryshy,@lanannyoul feliz aniversário amg,1360,0.8,1.0,Positivo
227105131,grlpwrbaby,inclusive queria dizer que eu descobri que eu já sabia sambar to muito feliz hehehehe,2851,1.0,1.0,Positivo
1018534860,poxamalubs,"tudo, de ouvir sua voz, de te abraçar uma vez por ano, de dançar junto por vídeo chamada na webcam (idosos) kkkkkkk… https://t.co/BdAn8P8vUG",618,0.0,0.0,Neutro
1229114341598863362,MatheusAugu570,@MisterM_atibaia @UOLEsporte Torcedores adversários protestam e o Santos ganha = todo mundo feliz 👍,248,0.55,0.6,Positivo
985886514117738497,Tlamego1906,@ilnobre38 Brinco normal doida,197,-0.22499999999999998,0.7749999999999999,Negativo
1303421519931023363,nyu_minseok,"oi Yuta, hj é seu aniversário e, eu só queria te desejar um feliz aniversário e espero q vc tenha um ótimo dia, ger… https://t.co/GbHVRXbxj4",517,0.8,0.875,Positivo
1124875432946483200,_misscutiee_,"não importa o quão triste eu esteja, sempre que eu vejo essas fanarts eu automaticamente fico feliz https://t.co/PrN7qDIcJ3",3678,0.15000000000000002,1.0,Positivo
1114621283952676864,carolinapo09,"A pessoa traumatizada até quando tá feliz com alguém tem medo, pq aí já pensa que se o tombo vim ele vem 30 vezes doendo mais",323,0.23333333333333336,0.7999999999999999,Positivo
1087918530895450112,rsingridx,@SarahNuvem ESSA MÚSICA ME DEIXA MT FELIZ PQP KKKKKKKKKKK,201,0.8,1.0,Positivo
1319706457735073792,JOANASEPLVEDA5,MANOS FIQUEI BUE FELIZ AGORA JUROO!!🤫😌,13,1.0,1.0,Positivo
1066756063205253123,Alexandre1909_,"Linda e fogosa, fora do normal, hoje banco de trás vai virar uma cama de casal",91,0.15,0.375,Positivo
1159170641943310336,aleatoria190,Pra namorar comigo tem que ter plano de saúde...  Vai que morre de felicidade!,12,0.875,0.2,Positivo
1200810510394019840,lelekarj22,"""Viver é acalentar sonhos e esperanças, fazendo da fé a nossa inspiração maior. É buscar nas pequenas coisas, um gr… https://t.co/NZKIpLnDm9",422,0.2954545454545454,0.6333333333333333,Positivo
743554651920932864,TheHealedLion,"Ta crescendo um projeto de bigodinho na minha cara, eu to feliz mas se eu deixar crescer eu vou ficar parecendo noia",2190,0.8,1.0,Positivo
2207701053,givenyuta,"Feliz aniversário meu amor, obrigada por fazer da minha vida mais feliz e mais colorida, eu te amo muito e espero q… https://t.co/H2IvqOmCq0",1472,0.46666666666666673,0.55,Positivo
2752428016,a_sevans,"@helenafembot as cenas do costume, ""ah isso não é normal"", ""deves ter problemas psicológicos"", ""és bue estranhx"". h… https://t.co/sL8e0Nwuco",225,-0.09375,0.2875,Negativo
1208095864323006464,woniewaves,"eu amo a transparência do hyungwon é muito fácil ver quando ele ta puto, quando ele tá em análise, quando ele ta feliz de verdade e etc",1331,0.6211111111111112,0.8666666666666667,Positivo
822156406707130369,thordolitao,@AlaisSantos5 chora nao te manda uns 5 k se fica feliz ?,67,0.8,1.0,Positivo
2623474445,italodias_00,"e se a gente errar, a gente foi feliz tentando acertar",568,0.19523809523809524,0.8119047619047618,Positivo
1019386110043217920,Tteuss,"Uma hora feliz, outra triste. Sensações estranhas, nem eu me entendo.",1133,0.031250000000000014,0.63125,Positivo
1241398469283192832,Guilhermejmaia1,@CarolzinhaSG Feliz Aniversário @CarolzinhaSG  tudo de bom pra vc 🎂🎂,37,0.9,0.65,Positivo
1272716429071171584,israelzhito,feliz pq o vasco n joga esse find e triste pq o vasco n joga esse find 😐,106,0.15000000000000002,1.0,Positivo
1147197187161559042,axkzaxs,fui apagar umas fotos do meu celular  entrei feliz e sai com depressão de tantas coisas e pessoas que nao conversam mais comigo,169,0.43333333333333335,0.5,Positivo
1057042673423519747,anapaul32592537,"@BareliLilian @Lilica_BBB @vaidesmaiar E a nossa felicidade é a tristeza deles !! Pelo menos a minha é, pois se ele… https://t.co/VBZ5rMJkAq",18,0.35,0.30000000000000004,Positivo
773536299970129921,aczatta,12 anos que sou mais feliz https://t.co/dTpYnxNLEq,1696,0.0,0.0,Neutro
3378065901,rodrigocvg12,O pai aposentou do esporte conhecido como futebol,633,0.0,0.0,Neutro
349860333,jairjosem,@LuizFlvio14 @rdrumond73 @bso_crf @NunoF80 @Flamengo @CBF_Futebol *48 horas de diferença,113,0.0,0.0,Neutro
90989928,biiaportela,@ferlulove Pois acompanha. Quando a Helena veio foi uma dor que começou nas costas e depois passou pro quadril. Mas… https://t.co/mFZ29ououz,549,0.0,0.0,Neutro
763738191136514048,ABiBiQueHaEmMim,"O filme tenta imenso ser bué profundo, mas torna-se altamente ridículo por causa disso. Do nada, em conversas norma… https://t.co/2lOhuCNgax",2607,-0.14583333333333334,0.6208333333333333,Negativo
2520527086,yaaxbb,@Matheusmendessd @ElenJulemes Tem q ser igual a mim.. ligar logo no normal kkkkkk,444,0.075,0.38749999999999996,Positivo
1292276089050599425,j_jaehyuk,"esse é o ultimo single album, o que vai fechar a era de debut, os meninos já deram o primeiro passo deles e depois… https://t.co/2AiMvzKJhZ",115,0.05952380952380953,0.20476190476190478,Positivo
1261846366495653893,vminfIys,@taeskyblue feliz aniversário amg 🥳🎉,3113,0.8,1.0,Positivo
1305888588861767682,saraguarate,"as aulas foram canceladas por uma semana por motivos maiores kkkkkkkk enfim não sei se fico feliz ou triste, triste… https://t.co/Q77IQKGpTv",46,0.10000000000000002,0.8333333333333334,Positivo
1115409260333142016,BatssMari,EU TO MUITO FELIZ,220,0.8,1.0,Positivo
830452961830649857,Genci4no,@dannyaleatoria @Mateuuuus19 É só pra iPhone? Pq o meu tá atualizado e ainda está normal,454,0.15,0.6499999999999999,Positivo
1282437423222456325,toutpardonner,@bringmethenate aposto 23 centavos que você era feliz.,61,0.8,1.0,Positivo
272577740,Thatapersou,"Se já não bastasse o tanto de coisas descabidas que aconteceram em 2020, vcs ainda me vem resgatar porcaria de bale… https://t.co/7kjuREohO7",63,-0.25,0.5,Negativo
750137672434417664,Raavyk23,Muita coisa pode dar errado antes de dar certo. A felicidade acontece para quem persiste..,1113,0.09999999999999998,0.55,Positivo
1589188538,isatear,@M1r3C feliz aniversario sogrinha,3176,0.8,1.0,Positivo
125057739,brenonog,"@oulucaseduardo não, só clicar em retweetar que vai normal",949,0.15,0.6499999999999999,Positivo
3408627832,iralkebal,@grangeiro_lucas eu fico feliz/triste em marcar date c minha prima https://t.co/tmnoxG9rPR,287,0.15000000000000002,1.0,Positivo
1278519769004756997,annykessia,"@ray_futebol Quanto mais a gente fala, mais vontade a gente tem de falar 😁😁😁",105,0.5,0.5,Positivo
1124451938643398657,gomessjv,"E não tem preço que paga poder acordar, respirar e ter mais um dia normal..",486,0.325,0.6375,Positivo
1245479512705466369,r8trofuture,i'm like deus mto obg por td vc me proporciona especificamente feliz sorridente jeonghan,51,0.5,0.65,Positivo
1100069876817973249,vvini95,Não tem nada que me deixa mais feliz do que a felicidade dos meus pais e dos meus avós,83,0.7,0.2,Positivo
1117742960316178432,KessyPleini,"@Gabruxona sempre vai ter gente achando que você não merece o espaço que ocupa, fico feliz de você sempre ocupar se… https://t.co/nCT6gJsENd",284,0.5,1.0,Positivo
1307183092432605187,O_Calculador,@PanosDeSom Seu nome é Pedro. Normal.,4,0.15,0.6499999999999999,Positivo
1251001461787557888,byJindetails,@vantaille Pode ser triste pra vc mas feliz pra mim,1335,0.15000000000000002,1.0,Positivo
1106658644509245441,ClauCostaMyk,Colocaram uma rede para segura R os conservadores ... deu ruim!!!  Feliz Domingo!!  “A tempestade é a união de vári… https://t.co/bMLuNMCheE,11041,0.1,0.5666666666666667,Positivo
1090636328960749569,Monica35561368,@Thais_Na20 Feliz aniversário ❤,334,0.8,1.0,Positivo
964648622162923520,Mayanesez,@BakugouPaulinho Normal kkk,7477,0.15,0.6499999999999999,Positivo
1082784508418629632,nai_0907,Ver a Isa ficar de love com o grudinho dela super assumidos Sem se preocupar com pessoas malucas  Me deixa TÃO feliz,257,0.2583333333333333,0.7916666666666666,Positivo
1225225543425064967,ValleRafaelW,@mvitorodrigues Por incrível q pareça não surgiu ninguém para substituir o Chatão Bueno na F1...no futebol eu detes… https://t.co/0bvt1E1eyC,17,-0.30000000000000004,0.9,Negativo
944227134,alesandra_sz,@katxperry Feliz aniversário princesa da Disney ❤️🥰,87,0.8,1.0,Positivo
1284494972704751616,furacaogiranu,"Na minha família tem 2 jogadores de futebol, um quase piloto, uma modelo, advogada, 2 enfermeiras, professor e bail… https://t.co/OtHWxwNN8M",1400,0.0,0.0,Neutro
1264049012543492097,Fadanshi1,@gogo_bitchy NA BIO COM FONTE NORMAL,135,0.15,0.6499999999999999,Positivo
45267555,fraanhoffmann,NÃO TORÇO PRA EMPRESA TORÇO PRA TIME DE FUTEBOL https://t.co/rFYZUrrfUt,693,0.0,0.0,Neutro
1162389024503410688,littlebugbeetle,"@MuruMuMuu Tá tudo bem, Muru, eu entendo completamente, eu já tive momentos assim. E realmente entendo e você não p… https://t.co/QWOi9G2dJJ",92,0.26666666666666666,0.3666666666666667,Positivo
2389490046,Rafael_Fachim,Mano só de pensar que amanhã eu tenho uma quebra de rotina fudida logo cedo já me deixa mais feliz véi,178,-0.25,0.5,Negativo
1260784680074457089,lulilvsj,"oi gente, eu fiz esse desenho da jennie e não pegou tanto like :( vcs poderiam mimar aqui ou no meu instagram? me d… https://t.co/XxhtBKWlHR",926,-0.275,0.6,Negativo
3192403431,falacatt,depois de meses sem tomar cearense eu tomei ontem e sério sou a pessoa mais feliz do mundo,982,-0.3333333333333333,0.6666666666666666,Negativo
923978735598043136,passos_sthefane,"É normal se tornar “chata” quando você para de aceitar certas situações, evita certas pessoas, ambientes e comporta… https://t.co/sV6spWlKNa",153,-0.10535714285714284,0.6982142857142857,Negativo
1198595368931516419,minaours,"@euphoriavlogs que bom, fico feliz que esteja bem 💜",3578,0.6,0.8,Positivo
1309263317639331841,WorldofRockBR,"🎉🎉🎉🎁 Os aniversariantes do dia hoje são Matthias Jabs, guitarrista do Scorpions e Chad Smith, baterista do Red Hot… https://t.co/JITGMed0Dm",853,0.0,0.0,Neutro
1121413697946234882,Xiiumseok,"eu te amo muito dae, espero que tudo seja feliz por lá, estamos esperando aqui, até mais e não demore a aparecer 😢❤… https://t.co/66QsXB36N9",1612,0.52,0.62,Positivo
1161463526763970567,bergamotgoth,@booyajkkpjm @BTS_twt Tô feliz https://t.co/eJxD3hpMol,228,0.0,0.0,Neutro
100562616,eubizica,@eodonporra10 @QGreality Eu não gosto dela e não tem nada a ver com tays fico até feliz q estão se entenderam mas n… https://t.co/qqIaA6CQCU,1273,0.8,1.0,Positivo
3614788822,vanessa_giroto,@LuissMartiniano Nossa eu to muito feliz kkkkkkk agora não erro nunca mais,1388,0.55,1.0,Positivo
1172124476366032898,miranhasart,@migodis007 Kkkk acho que é totalmente normal amiga 😌,630,0.15,0.6499999999999999,Positivo
2846991525,RcGuii,"hoje tem são paulo, so não sei ainda se fico feliz ou triste com essa notícia kkkk",264,0.15000000000000002,1.0,Positivo
1303524550576140289,Nyah_PH,"@Lexi_Howard_ Meu Deus do céu, acho que nunca fiquei tão feliz com o tweet! Você não é uma pessoa horrível, é um se… https://t.co/l2NQRboMiy",18,0.5,1.0,Positivo
1195371125531914240,soficrvg,fav: @crvgjenifer  primeira impressão: gnt boa te shippo com: qm te faça feliz gosto de vc: simm confesso algo: ach… https://t.co/YUtuaz6FKF,1727,0.5833333333333334,0.6444444444444445,Positivo
1286095463410733057,umbrellapoems,"@HargreevesHaru @JuLoves1Othings @tuahp_ @thekidwantscoff eu tô feliz tchau  você é tudo meu deus, te amo🥺",389,0.65,0.8,Positivo
1628576732,lauF_17,Acha que tá normal ficar fazendo isso uai,513,0.15,0.6499999999999999,Positivo
60098526,iCintra,"Que time ridículo esse Neverton, só sabem bater, sujos e maldosos, patéticos! Só mostram quem são de verdade e que… https://t.co/Q4uB31GW0m",3429,-0.2922619047619048,0.8125,Negativo
1246671353077534727,sprousefxl,primeiro que amigos se abraçam  segundo que a felicidade dele vem acima de tudo,158,0.2375,0.15833333333333333,Positivo
1178505251328086017,henderainbow,sim meu dengo eh por isso q quando ce ta feliz eu tb to feliz https://t.co/OpdkHHO7T9,607,0.8,1.0,Positivo
1142131384452079617,gaybrielah,Eu nunca vou me acostumar com gente que acha normal tratar a família dos amigos com pronomes que dê a entender que… https://t.co/1voQ6v5ybp,87,0.15,0.6499999999999999,Positivo
330673823,francadudi,"A melhor coisa dessa imagem é não ter nenhum time do Nordeste no Z4. Desprezam muito nosso futebol, nossas equipes… https://t.co/EO0BnDhOTA",697,1.0,0.3,Positivo
919584909513101312,JOAOBOLEIRO12,"@VillyS20 Caralho irbao, ta é normal vc é o mais boleiro pegador",350,0.575,0.475,Positivo
937080066474938368,tbeladona,"gente que n pode ver ngm feliz, que sofre",1559,0.10000000000000003,0.85,Positivo
257679549,oraporr4,@Lucasvieira972 depois ficou feliz por ter dado o cuzinho neeeee kkkkkkkkkkkk,756,0.8,1.0,Positivo
1213149473238482944,baejikoo,@taeskyblue feliz aniversário bell 🎈,1991,0.8,1.0,Positivo
1215307219295768577,yongboknot,"obrigada por existir e ser essa pessoa incrível que eu admiro e fico muito feliz por ter na minha vida, eu te amo mais que tudo, nayu. ♡",2015,0.725,0.75,Positivo
